date,state,production,year
2009-04-01,missouri,59.0,2009
2009-05-01,missouri,41.0,2009
2009-06-01,missouri,23.0,2009
2009-07-01,missouri,23.0,2009
2009-08-01,missouri,37.0,2009
2009-09-01,missouri,29.0,2009
2009-10-01,missouri,70.0,2009
2009-11-01,missouri,74.0,2009
2009-12-01,missouri,57.0,2009
2010-01-01,missouri,45.0,2010
2010-02-01,missouri,40.0,2010
2010-03-01,missouri,76.0,2010
2010-04-01,missouri,75.0,2010
2010-05-01,missouri,92.0,2010
2010-06-01,missouri,67.0,2010
2010-07-01,missouri,57.0,2010
2010-08-01,missouri,67.0,2010
2010-09-01,missouri,87.0,2010
2010-10-01,missouri,104.0,2010
2010-11-01,missouri,136.0,2010
2010-12-01,missouri,79.0,2010
2011-01-01,missouri,93.0,2011
2011-02-01,missouri,106.0,2011
2011-03-01,missouri,108.0,2011
2011-04-01,missouri,143.0,2011
2011-05-01,missouri,112.0,2011
2011-06-01,missouri,99.0,2011
2011-07-01,missouri,58.0,2011
2011-08-01,missouri,48.0,2011
2011-09-01,missouri,69.0,2011
2011-10-01,missouri,106.0,2011
2011-11-01,missouri,139.0,2011
2011-12-01,missouri,98.0,2011
2012-01-01,missouri,135.0,2012
2012-02-01,missouri,112.0,2012
2012-03-01,missouri,135.0,2012
2012-04-01,missouri,111.0,2012
2012-05-01,missouri,116.0,2012
2012-06-01,missouri,103.0,2012
2012-07-01,missouri,66.0,2012
2012-08-01,missouri,62.0,2012
2012-09-01,missouri,64.0,2012
2012-10-01,missouri,115.0,2012
2012-11-01,missouri,116.0,2012
2012-12-01,missouri,110.0,2012
2013-01-01,missouri,120.0,2013
2013-02-01,missouri,120.0,2013
2013-03-01,missouri,118.0,2013
2013-04-01,missouri,111.0,2013
2013-05-01,missouri,102.0,2013
2013-06-01,missouri,92.0,2013
2013-07-01,missouri,58.0,2013
2013-08-01,missouri,51.0,2013
2013-09-01,missouri,79.0,2013
2013-10-01,missouri,101.0,2013
2013-11-01,missouri,122.0,2013
2013-12-01,missouri,91.0,2013
2014-01-01,missouri,141.0,2014
2014-02-01,missouri,83.0,2014
2014-03-01,missouri,127.0,2014
2014-04-01,missouri,126.0,2014
2014-05-01,missouri,88.0,2014
2014-06-01,missouri,79.0,2014
2014-07-01,missouri,62.0,2014
2014-08-01,missouri,48.0,2014
2014-09-01,missouri,60.0,2014
2014-10-01,missouri,101.0,2014
2014-11-01,missouri,137.0,2014
2014-12-01,missouri,78.0,2014
2015-01-01,missouri,111.0,2015
2015-02-01,missouri,87.0,2015
2015-03-01,missouri,92.0,2015
2015-04-01,missouri,97.0,2015
2015-05-01,missouri,79.0,2015
2015-06-01,missouri,61.0,2015
2015-07-01,missouri,41.0,2015
2015-08-01,missouri,47.0,2015
2015-09-01,missouri,86.0,2015
2015-10-01,missouri,86.0,2015
2015-11-01,missouri,130.0,2015
2015-12-01,missouri,117.0,2015
2016-01-01,missouri,98.0,2016
2016-02-01,missouri,118.0,2016
2016-03-01,missouri,119.0,2016
2016-04-01,missouri,132.0,2016
2016-05-01,missouri,69.0,2016
2016-06-01,missouri,65.0,2016
2016-07-01,missouri,60.0,2016
2016-08-01,missouri,52.0,2016
2016-09-01,missouri,83.0,2016
2016-10-01,missouri,100.0,2016
2016-11-01,missouri,108.0,2016
2016-12-01,missouri,118.0,2016
2017-01-01,missouri,141.0,2017
2017-02-01,missouri,170.0,2017
2017-03-01,missouri,187.0,2017
2017-04-01,missouri,181.0,2017
2017-05-01,missouri,161.0,2017
2017-06-01,missouri,141.0,2017
2017-07-01,missouri,99.0,2017
2017-08-01,missouri,80.0,2017
2017-09-01,missouri,136.0,2017
2017-10-01,missouri,192.0,2017
2017-11-01,missouri,264.0,2017
2017-12-01,missouri,279.0,2017
2018-01-01,missouri,296.0,2018
2018-02-01,missouri,234.0,2018
2018-03-01,missouri,305.0,2018
2018-04-01,missouri,280.0,2018
2018-05-01,missouri,190.0,2018
2018-06-01,missouri,244.0,2018
2018-07-01,missouri,128.0,2018
2018-08-01,missouri,195.0,2018
2018-09-01,missouri,223.0,2018
2018-10-01,missouri,230.0,2018
2018-11-01,missouri,243.0,2018
2018-12-01,missouri,268.0,2018
2019-01-01,missouri,244.0,2019
2019-02-01,missouri,215.0,2019
2019-03-01,missouri,286.0,2019
2019-04-01,missouri,288.0,2019
2019-05-01,missouri,223.0,2019
2019-06-01,missouri,193.0,2019
2019-07-01,missouri,189.0,2019
2019-08-01,missouri,146.0,2019
2019-09-01,missouri,263.0,2019
2019-10-01,missouri,279.0,2019
2019-11-01,missouri,245.0,2019
2019-12-01,missouri,286.0,2019
2020-01-01,missouri,242.0,2020
2020-02-01,missouri,250.0,2020
2020-03-01,missouri,260.0,2020
2020-04-01,missouri,263.0,2020
2020-05-01,missouri,261.0,2020
2020-06-01,missouri,285.0,2020
2020-07-01,missouri,168.0,2020
2020-08-01,missouri,204.0,2020
2020-09-01,missouri,286.0,2020
2020-10-01,missouri,338.0,2020
2020-11-01,missouri,378.0,2020
2020-12-01,missouri,410.0,2020
2021-01-01,missouri,491.0,2021
2021-02-01,missouri,403.0,2021
2021-03-01,missouri,722.0,2021
2021-04-01,missouri,629.0,2021
2021-05-01,missouri,542.0,2021
2021-06-01,missouri,374.0,2021
2021-07-01,missouri,270.0,2021
2021-08-01,missouri,465.0,2021
2021-09-01,missouri,537.0,2021
2021-10-01,missouri,574.0,2021
2021-11-01,missouri,706.0,2021
2021-12-01,missouri,823.0,2021
2022-01-01,missouri,775.0,2022
2022-02-01,missouri,766.0,2022
2022-03-01,missouri,813.0,2022
2022-04-01,missouri,729.0,2022
2022-05-01,missouri,576.0,2022
2022-06-01,missouri,480.0,2022
2022-07-01,missouri,375.0,2022
2022-08-01,missouri,356.0,2022
2022-09-01,missouri,469.0,2022
2022-10-01,missouri,568.0,2022
2022-11-01,missouri,795.0,2022
2022-12-01,missouri,766.0,2022
2023-01-01,missouri,664.0,2023
2023-02-01,missouri,720.0,2023
2001-01-01,montana,,2001
2001-02-01,montana,,2001
2001-03-01,montana,,2001
2001-04-01,montana,,2001
2001-05-01,montana,,2001
2001-06-01,montana,,2001
2001-07-01,montana,,2001
2001-08-01,montana,,2001
2001-09-01,montana,,2001
2001-10-01,montana,,2001
2001-11-01,montana,,2001
2001-12-01,montana,,2001
2002-01-01,montana,,2002
2002-02-01,montana,,2002
2002-03-01,montana,,2002
2002-04-01,montana,,2002
2002-05-01,montana,,2002
2002-06-01,montana,,2002
2002-07-01,montana,,2002
2002-08-01,montana,,2002
2002-09-01,montana,,2002
2002-10-01,montana,,2002
2002-11-01,montana,,2002
2002-12-01,montana,,2002
2003-01-01,montana,,2003
2003-02-01,montana,,2003
2003-03-01,montana,,2003
2003-04-01,montana,,2003
2003-05-01,montana,,2003
2003-06-01,montana,,2003
2003-07-01,montana,,2003
2003-08-01,montana,,2003
2003-09-01,montana,,2003
2003-10-01,montana,,2003
2003-11-01,montana,,2003
2003-12-01,montana,,2003
2004-01-01,montana,,2004
2004-02-01,montana,,2004
2004-03-01,montana,,2004
2004-04-01,montana,,2004
2004-05-01,montana,,2004
2004-06-01,montana,,2004
2004-07-01,montana,,2004
2004-08-01,montana,,2004
2004-09-01,montana,,2004
2004-10-01,montana,,2004
2004-11-01,montana,,2004
2004-12-01,montana,,2004
2005-01-01,montana,,2005
2005-02-01,montana,,2005
2005-03-01,montana,,2005
2005-04-01,montana,,2005
2005-05-01,montana,,2005
2005-06-01,montana,,2005
2005-07-01,montana,,2005
2005-08-01,montana,,2005
2005-09-01,montana,,2005
2005-10-01,montana,,2005
2005-11-01,montana,,2005
2005-12-01,montana,,2005
2006-01-01,montana,47.0,2006
2006-02-01,montana,48.0,2006
2006-03-01,montana,32.0,2006
2006-04-01,montana,38.0,2006
2006-05-01,montana,34.0,2006
2006-06-01,montana,29.0,2006
2006-07-01,montana,25.0,2006
2006-08-01,montana,24.0,2006
2006-09-01,montana,34.0,2006
2006-10-01,montana,21.0,2006
2006-11-01,montana,46.0,2006
2006-12-01,montana,56.0,2006
2007-01-01,montana,72.0,2007
2007-02-01,montana,44.0,2007
2007-03-01,montana,53.0,2007
2007-04-01,montana,36.0,2007
2007-05-01,montana,35.0,2007
2007-06-01,montana,24.0,2007
2007-07-01,montana,19.0,2007
2007-08-01,montana,28.0,2007
2007-09-01,montana,35.0,2007
2007-10-01,montana,47.0,2007
2007-11-01,montana,37.0,2007
2007-12-01,montana,66.0,2007
2008-01-01,montana,69.0,2008
2008-02-01,montana,67.0,2008
2008-03-01,montana,56.0,2008
2008-04-01,montana,46.0,2008
2008-05-01,montana,45.0,2008
2008-06-01,montana,37.0,2008
2008-07-01,montana,29.0,2008
2008-08-01,montana,36.0,2008
2008-09-01,montana,27.0,2008
2008-10-01,montana,52.0,2008
2008-11-01,montana,62.0,2008
2008-12-01,montana,68.0,2008
2009-01-01,montana,107.0,2009
2009-02-01,montana,58.0,2009
2009-03-01,montana,81.0,2009
2009-04-01,montana,77.0,2009
2009-05-01,montana,64.0,2009
2009-06-01,montana,40.0,2009
2009-07-01,montana,36.0,2009
2009-08-01,montana,20.0,2009
2009-09-01,montana,49.0,2009
2009-10-01,montana,75.0,2009
2009-11-01,montana,130.0,2009
2009-12-01,montana,82.0,2009
2010-01-01,montana,81.0,2010
2010-02-01,montana,55.0,2010
2010-03-01,montana,92.0,2010
2010-04-01,montana,104.0,2010
2010-05-01,montana,85.0,2010
2010-06-01,montana,69.0,2010
2010-07-01,montana,62.0,2010
2010-08-01,montana,60.0,2010
2010-09-01,montana,60.0,2010
2010-10-01,montana,81.0,2010
2010-11-01,montana,101.0,2010
2010-12-01,montana,80.0,2010
2011-01-01,montana,150.0,2011
2011-02-01,montana,108.0,2011
2011-03-01,montana,84.0,2011
2011-04-01,montana,112.0,2011
2011-05-01,montana,102.0,2011
2011-06-01,montana,84.0,2011
2011-07-01,montana,76.0,2011
2011-08-01,montana,59.0,2011
2011-09-01,montana,73.0,2011
2011-10-01,montana,113.0,2011
2011-11-01,montana,138.0,2011
2011-12-01,montana,164.0,2011
2012-01-01,montana,163.0,2012
2012-02-01,montana,87.0,2012
2012-03-01,montana,130.0,2012
2012-04-01,montana,94.0,2012
2012-05-01,montana,98.0,2012
2012-06-01,montana,110.0,2012
2012-07-01,montana,57.0,2012
2012-08-01,montana,58.0,2012
2012-09-01,montana,54.0,2012
2012-10-01,montana,121.0,2012
2012-11-01,montana,127.0,2012
2012-12-01,montana,164.0,2012
2013-01-01,montana,206.0,2013
2013-02-01,montana,189.0,2013
2013-03-01,montana,140.0,2013
2013-04-01,montana,164.0,2013
2013-05-01,montana,132.0,2013
2013-06-01,montana,110.0,2013
2013-07-01,montana,88.0,2013
2013-08-01,montana,57.0,2013
2013-09-01,montana,85.0,2013
2013-10-01,montana,127.0,2013
2013-11-01,montana,197.0,2013
2013-12-01,montana,259.0,2013
2014-01-01,montana,259.0,2014
2014-02-01,montana,172.0,2014
2014-03-01,montana,174.0,2014
2014-04-01,montana,188.0,2014
2014-05-01,montana,98.0,2014
2014-06-01,montana,126.0,2014
2014-07-01,montana,100.0,2014
2014-08-01,montana,101.0,2014
2014-09-01,montana,108.0,2014
2014-10-01,montana,202.0,2014
2014-11-01,montana,237.0,2014
2014-12-01,montana,208.0,2014
2015-01-01,montana,258.0,2015
2015-02-01,montana,167.0,2015
2015-03-01,montana,238.0,2015
2015-04-01,montana,147.0,2015
2015-05-01,montana,101.0,2015
2015-06-01,montana,82.0,2015
2015-07-01,montana,132.0,2015
2015-08-01,montana,117.0,2015
2015-09-01,montana,141.0,2015
2015-10-01,montana,166.0,2015
2015-11-01,montana,209.0,2015
2015-12-01,montana,207.0,2015
2016-01-01,montana,197.0,2016
2016-02-01,montana,263.0,2016
2016-03-01,montana,223.0,2016
2016-04-01,montana,162.0,2016
2016-05-01,montana,140.0,2016
2016-06-01,montana,150.0,2016
2016-07-01,montana,125.0,2016
2016-08-01,montana,113.0,2016
2016-09-01,montana,168.0,2016
2016-10-01,montana,150.0,2016
2016-11-01,montana,205.0,2016
2016-12-01,montana,243.0,2016
2017-01-01,montana,200.0,2017
2017-02-01,montana,195.0,2017
2017-03-01,montana,206.0,2017
2017-04-01,montana,204.0,2017
2017-05-01,montana,195.0,2017
2017-06-01,montana,147.0,2017
2017-07-01,montana,122.0,2017
2017-08-01,montana,132.0,2017
2017-09-01,montana,137.0,2017
2017-10-01,montana,208.0,2017
2017-11-01,montana,198.0,2017
2017-12-01,montana,211.0,2017
2018-01-01,montana,178.0,2018
2018-02-01,montana,169.0,2018
2018-03-01,montana,214.0,2018
2018-04-01,montana,216.0,2018
2018-05-01,montana,161.0,2018
2018-06-01,montana,179.0,2018
2018-07-01,montana,141.0,2018
2018-08-01,montana,148.0,2018
2018-09-01,montana,149.0,2018
2018-10-01,montana,177.0,2018
2018-11-01,montana,211.0,2018
2018-12-01,montana,210.0,2018
2019-01-01,montana,221.0,2019
2019-02-01,montana,192.0,2019
2019-03-01,montana,191.0,2019
2019-04-01,montana,212.0,2019
2019-05-01,montana,189.0,2019
2019-06-01,montana,177.0,2019
2019-07-01,montana,171.0,2019
2019-08-01,montana,161.0,2019
2019-09-01,montana,209.0,2019
2019-10-01,montana,219.0,2019
2019-11-01,montana,211.0,2019
2019-12-01,montana,220.0,2019
2020-01-01,montana,286.0,2020
2020-02-01,montana,297.0,2020
2020-03-01,montana,233.0,2020
2020-04-01,montana,267.0,2020
2020-05-01,montana,213.0,2020
2020-06-01,montana,238.0,2020
2020-07-01,montana,168.0,2020
2020-08-01,montana,161.0,2020
2020-09-01,montana,224.0,2020
2020-10-01,montana,259.0,2020
2020-11-01,montana,386.0,2020
2020-12-01,montana,326.0,2020
2021-01-01,montana,318.0,2021
2021-02-01,montana,243.0,2021
2021-03-01,montana,318.0,2021
2021-04-01,montana,288.0,2021
2021-05-01,montana,238.0,2021
2021-06-01,montana,238.0,2021
2021-07-01,montana,175.0,2021
2021-08-01,montana,243.0,2021
2021-09-01,montana,266.0,2021
2021-10-01,montana,321.0,2021
2021-11-01,montana,451.0,2021
2021-12-01,montana,374.0,2021
2022-01-01,montana,472.0,2022
2022-02-01,montana,411.0,2022
2022-03-01,montana,390.0,2022
2022-04-01,montana,345.0,2022
2022-05-01,montana,317.0,2022
2022-06-01,montana,234.0,2022
2022-07-01,montana,185.0,2022
2022-08-01,montana,188.0,2022
2022-09-01,montana,210.0,2022
2022-10-01,montana,289.0,2022
2022-11-01,montana,526.0,2022
2022-12-01,montana,468.0,2022
2023-01-01,montana,457.0,2023
2023-02-01,montana,573.0,2023
2001-01-01,nebraska,0.0,2001
2001-02-01,nebraska,0.0,2001
2001-03-01,nebraska,0.0,2001
2001-04-01,nebraska,0.0,2001
2001-05-01,nebraska,0.0,2001
2001-06-01,nebraska,0.0,2001
2001-07-01,nebraska,0.0,2001
2001-08-01,nebraska,0.0,2001
2001-09-01,nebraska,0.0,2001
2001-10-01,nebraska,0.0,2001
2001-11-01,nebraska,0.0,2001
2001-12-01,nebraska,0.0,2001
2002-01-01,nebraska,1.0,2002
2002-02-01,nebraska,1.0,2002
2002-03-01,nebraska,0.0,2002
2002-04-01,nebraska,1.0,2002
2002-05-01,nebraska,1.0,2002
2002-06-01,nebraska,1.0,2002
2002-07-01,nebraska,1.0,2002
2002-08-01,nebraska,1.0,2002
2002-09-01,nebraska,1.0,2002
2002-10-01,nebraska,1.0,2002
2002-11-01,nebraska,1.0,2002
2002-12-01,nebraska,1.0,2002
2003-01-01,nebraska,4.0,2003
2003-02-01,nebraska,3.0,2003
2003-03-01,nebraska,3.0,2003
2003-04-01,nebraska,3.0,2003
2003-05-01,nebraska,3.0,2003
2003-06-01,nebraska,3.0,2003
2003-07-01,nebraska,4.0,2003
2003-08-01,nebraska,4.0,2003
2003-09-01,nebraska,3.0,2003
2003-10-01,nebraska,3.0,2003
2003-11-01,nebraska,3.0,2003
2003-12-01,nebraska,4.0,2003
2004-01-01,nebraska,3.0,2004
2004-02-01,nebraska,3.0,2004
2004-03-01,nebraska,3.0,2004
2004-04-01,nebraska,3.0,2004
2004-05-01,nebraska,3.0,2004
2004-06-01,nebraska,3.0,2004
2004-07-01,nebraska,3.0,2004
2004-08-01,nebraska,3.0,2004
2004-09-01,nebraska,3.0,2004
2004-10-01,nebraska,3.0,2004
2004-11-01,nebraska,3.0,2004
2004-12-01,nebraska,3.0,2004
2005-01-01,nebraska,1.0,2005
2005-02-01,nebraska,2.0,2005
2005-03-01,nebraska,3.0,2005
2005-04-01,nebraska,3.0,2005
2005-05-01,nebraska,3.0,2005
2005-06-01,nebraska,3.0,2005
2005-07-01,nebraska,2.0,2005
2005-08-01,nebraska,2.0,2005
2005-09-01,nebraska,3.0,2005
2005-10-01,nebraska,23.0,2005
2005-11-01,nebraska,27.0,2005
2005-12-01,nebraska,26.0,2005
2006-01-01,nebraska,28.0,2006
2006-02-01,nebraska,21.0,2006
2006-03-01,nebraska,23.0,2006
2006-04-01,nebraska,25.0,2006
2006-05-01,nebraska,22.0,2006
2006-06-01,nebraska,16.0,2006
2006-07-01,nebraska,19.0,2006
2006-08-01,nebraska,18.0,2006
2006-09-01,nebraska,18.0,2006
2006-10-01,nebraska,22.0,2006
2006-11-01,nebraska,23.0,2006
2006-12-01,nebraska,25.0,2006
2007-01-01,nebraska,31.0,2007
2007-02-01,nebraska,15.0,2007
2007-03-01,nebraska,22.0,2007
2007-04-01,nebraska,18.0,2007
2007-05-01,nebraska,17.0,2007
2007-06-01,nebraska,17.0,2007
2007-07-01,nebraska,15.0,2007
2007-08-01,nebraska,12.0,2007
2007-09-01,nebraska,14.0,2007
2007-10-01,nebraska,18.0,2007
2007-11-01,nebraska,20.0,2007
2007-12-01,nebraska,18.0,2007
2008-01-01,nebraska,22.0,2008
2008-02-01,nebraska,18.0,2008
2008-03-01,nebraska,18.0,2008
2008-04-01,nebraska,23.0,2008
2008-05-01,nebraska,18.0,2008
2008-06-01,nebraska,12.0,2008
2008-07-01,nebraska,14.0,2008
2008-08-01,nebraska,14.0,2008
2008-09-01,nebraska,13.0,2008
2008-10-01,nebraska,14.0,2008
2008-11-01,nebraska,20.0,2008
2008-12-01,nebraska,28.0,2008
2009-01-01,nebraska,24.0,2009
2009-02-01,nebraska,17.0,2009
2009-03-01,nebraska,39.0,2009
2009-04-01,nebraska,43.0,2009
2009-05-01,nebraska,39.0,2009
2009-06-01,nebraska,19.0,2009
2009-07-01,nebraska,21.0,2009
2009-08-01,nebraska,31.0,2009
2009-09-01,nebraska,36.0,2009
2009-10-01,nebraska,39.0,2009
2009-11-01,nebraska,41.0,2009
2009-12-01,nebraska,33.0,2009
2010-01-01,nebraska,36.0,2010
2010-02-01,nebraska,28.0,2010
2010-03-01,nebraska,41.0,2010
2010-04-01,nebraska,42.0,2010
2010-05-01,nebraska,39.0,2010
2010-06-01,nebraska,24.0,2010
2010-07-01,nebraska,28.0,2010
2010-08-01,nebraska,30.0,2010
2010-09-01,nebraska,30.0,2010
2010-10-01,nebraska,36.0,2010
2010-11-01,nebraska,38.0,2010
2010-12-01,nebraska,49.0,2010
2011-01-01,nebraska,60.0,2011
2011-02-01,nebraska,96.0,2011
2011-03-01,nebraska,90.0,2011
2011-04-01,nebraska,101.0,2011
2011-05-01,nebraska,102.0,2011
2011-06-01,nebraska,85.0,2011
2011-07-01,nebraska,63.0,2011
2011-08-01,nebraska,52.0,2011
2011-09-01,nebraska,59.0,2011
2011-10-01,nebraska,96.0,2011
2011-11-01,nebraska,124.0,2011
2011-12-01,nebraska,122.0,2011
2012-01-01,nebraska,132.0,2012
2012-02-01,nebraska,105.0,2012
2012-03-01,nebraska,115.0,2012
2012-04-01,nebraska,104.0,2012
2012-05-01,nebraska,104.0,2012
2012-06-01,nebraska,102.0,2012
2012-07-01,nebraska,82.0,2012
2012-08-01,nebraska,84.0,2012
2012-09-01,nebraska,80.0,2012
2012-10-01,nebraska,113.0,2012
2012-11-01,nebraska,120.0,2012
2012-12-01,nebraska,142.0,2012
2013-01-01,nebraska,152.0,2013
2013-02-01,nebraska,143.0,2013
2013-03-01,nebraska,159.0,2013
2013-04-01,nebraska,157.0,2013
2013-05-01,nebraska,156.0,2013
2013-06-01,nebraska,117.0,2013
2013-07-01,nebraska,101.0,2013
2013-08-01,nebraska,107.0,2013
2013-09-01,nebraska,150.0,2013
2013-10-01,nebraska,169.0,2013
2013-11-01,nebraska,210.0,2013
2013-12-01,nebraska,179.0,2013
2014-01-01,nebraska,225.0,2014
2014-02-01,nebraska,169.0,2014
2014-03-01,nebraska,211.0,2014
2014-04-01,nebraska,223.0,2014
2014-05-01,nebraska,225.0,2014
2014-06-01,nebraska,200.0,2014
2014-07-01,nebraska,184.0,2014
2014-08-01,nebraska,126.0,2014
2014-09-01,nebraska,226.0,2014
2014-10-01,nebraska,281.0,2014
2014-11-01,nebraska,375.0,2014
2014-12-01,nebraska,293.0,2014
2015-01-01,nebraska,329.0,2015
2015-02-01,nebraska,283.0,2015
2015-03-01,nebraska,284.0,2015
2015-04-01,nebraska,282.0,2015
2015-05-01,nebraska,261.0,2015
2015-06-01,nebraska,187.0,2015
2015-07-01,nebraska,169.0,2015
2015-08-01,nebraska,215.0,2015
2015-09-01,nebraska,271.0,2015
2015-10-01,nebraska,269.0,2015
2015-11-01,nebraska,316.0,2015
2015-12-01,nebraska,313.0,2015
2016-01-01,nebraska,310.0,2016
2016-02-01,nebraska,308.0,2016
2016-03-01,nebraska,344.0,2016
2016-04-01,nebraska,387.0,2016
2016-05-01,nebraska,263.0,2016
2016-06-01,nebraska,260.0,2016
2016-07-01,nebraska,215.0,2016
2016-08-01,nebraska,209.0,2016
2016-09-01,nebraska,294.0,2016
2016-10-01,nebraska,336.0,2016
2016-11-01,nebraska,336.0,2016
2016-12-01,nebraska,538.0,2016
2017-01-01,nebraska,434.0,2017
2017-02-01,nebraska,466.0,2017
2017-03-01,nebraska,491.0,2017
2017-04-01,nebraska,464.0,2017
2017-05-01,nebraska,433.0,2017
2017-06-01,nebraska,374.0,2017
2017-07-01,nebraska,285.0,2017
2017-08-01,nebraska,241.0,2017
2017-09-01,nebraska,396.0,2017
2017-10-01,nebraska,511.0,2017
2017-11-01,nebraska,460.0,2017
2017-12-01,nebraska,530.0,2017
2018-01-01,nebraska,562.0,2018
2018-02-01,nebraska,461.0,2018
2018-03-01,nebraska,523.0,2018
2018-04-01,nebraska,487.0,2018
2018-05-01,nebraska,391.0,2018
2018-06-01,nebraska,468.0,2018
2018-07-01,nebraska,305.0,2018
2018-08-01,nebraska,355.0,2018
2018-09-01,nebraska,466.0,2018
2018-10-01,nebraska,464.0,2018
2018-11-01,nebraska,461.0,2018
2018-12-01,nebraska,606.0,2018
2019-01-01,nebraska,524.0,2019
2019-02-01,nebraska,490.0,2019
2019-03-01,nebraska,668.0,2019
2019-04-01,nebraska,686.0,2019
2019-05-01,nebraska,575.0,2019
2019-06-01,nebraska,480.0,2019
2019-07-01,nebraska,488.0,2019
2019-08-01,nebraska,411.0,2019
2019-09-01,nebraska,645.0,2019
2019-10-01,nebraska,769.0,2019
2019-11-01,nebraska,749.0,2019
2019-12-01,nebraska,726.0,2019
2020-01-01,nebraska,724.0,2020
2020-02-01,nebraska,763.0,2020
2020-03-01,nebraska,737.0,2020
2020-04-01,nebraska,713.0,2020
2020-05-01,nebraska,617.0,2020
2020-06-01,nebraska,791.0,2020
2020-07-01,nebraska,623.0,2020
2020-08-01,nebraska,740.0,2020
2020-09-01,nebraska,805.0,2020
2020-10-01,nebraska,826.0,2020
2020-11-01,nebraska,887.0,2020
2020-12-01,nebraska,889.0,2020
2021-01-01,nebraska,720.0,2021
2021-02-01,nebraska,511.0,2021
2021-03-01,nebraska,891.0,2021
2021-04-01,nebraska,957.0,2021
2021-05-01,nebraska,800.0,2021
2021-06-01,nebraska,603.0,2021
2021-07-01,nebraska,580.0,2021
2021-08-01,nebraska,764.0,2021
2021-09-01,nebraska,783.0,2021
2021-10-01,nebraska,874.0,2021
2021-11-01,nebraska,973.0,2021
2021-12-01,nebraska,1135.0,2021
2022-01-01,nebraska,1090.0,2022
2022-02-01,nebraska,1077.0,2022
2022-03-01,nebraska,1293.0,2022
2022-04-01,nebraska,1264.0,2022
2022-05-01,nebraska,943.0,2022
2022-06-01,nebraska,846.0,2022
2022-07-01,nebraska,728.0,2022
2022-08-01,nebraska,739.0,2022
2022-09-01,nebraska,884.0,2022
2022-10-01,nebraska,1047.0,2022
2022-11-01,nebraska,1399.0,2022
2022-12-01,nebraska,1242.0,2022
2023-01-01,nebraska,1053.0,2023
2023-02-01,nebraska,1263.0,2023
2001-01-01,nevada,,2001
2001-02-01,nevada,,2001
2001-03-01,nevada,,2001
2001-04-01,nevada,,2001
2001-05-01,nevada,,2001
2001-06-01,nevada,,2001
2001-07-01,nevada,,2001
2001-08-01,nevada,,2001
2001-09-01,nevada,,2001
2001-10-01,nevada,,2001
2001-11-01,nevada,,2001
2001-12-01,nevada,,2001
2002-01-01,nevada,,2002
2002-02-01,nevada,,2002
2002-03-01,nevada,,2002
2002-04-01,nevada,,2002
2002-05-01,nevada,,2002
2002-06-01,nevada,,2002
2002-07-01,nevada,,2002
2002-08-01,nevada,,2002
2002-09-01,nevada,,2002
2002-10-01,nevada,,2002
2002-11-01,nevada,,2002
2002-12-01,nevada,,2002
2003-01-01,nevada,,2003
2003-02-01,nevada,,2003
2003-03-01,nevada,,2003
2003-04-01,nevada,,2003
2003-05-01,nevada,,2003
2003-06-01,nevada,,2003
2003-07-01,nevada,,2003
2003-08-01,nevada,,2003
2003-09-01,nevada,,2003
2003-10-01,nevada,,2003
2003-11-01,nevada,,2003
2003-12-01,nevada,,2003
2004-01-01,nevada,,2004
2004-02-01,nevada,,2004
2004-03-01,nevada,,2004
2004-04-01,nevada,,2004
2004-05-01,nevada,,2004
2004-06-01,nevada,,2004
2004-07-01,nevada,,2004
2004-08-01,nevada,,2004
2004-09-01,nevada,,2004
2004-10-01,nevada,,2004
2004-11-01,nevada,,2004
2004-12-01,nevada,,2004
2005-01-01,nevada,,2005
2005-02-01,nevada,,2005
2005-03-01,nevada,,2005
2005-04-01,nevada,,2005
2005-05-01,nevada,,2005
2005-06-01,nevada,,2005
2005-07-01,nevada,,2005
2005-08-01,nevada,,2005
2005-09-01,nevada,,2005
2005-10-01,nevada,,2005
2005-11-01,nevada,,2005
2005-12-01,nevada,,2005
2006-01-01,nevada,,2006
2006-02-01,nevada,,2006
2006-03-01,nevada,,2006
2006-04-01,nevada,,2006
2006-05-01,nevada,,2006
2006-06-01,nevada,,2006
2006-07-01,nevada,,2006
2006-08-01,nevada,,2006
2006-09-01,nevada,,2006
2006-10-01,nevada,,2006
2006-11-01,nevada,,2006
2006-12-01,nevada,,2006
2007-01-01,nevada,,2007
2007-02-01,nevada,,2007
2007-03-01,nevada,,2007
2007-04-01,nevada,,2007
2007-05-01,nevada,,2007
2007-06-01,nevada,,2007
2007-07-01,nevada,,2007
2007-08-01,nevada,,2007
2007-09-01,nevada,,2007
2007-10-01,nevada,,2007
2007-11-01,nevada,,2007
2007-12-01,nevada,,2007
2008-01-01,nevada,,2008
2008-02-01,nevada,,2008
2008-03-01,nevada,,2008
2008-04-01,nevada,,2008
2008-05-01,nevada,,2008
2008-06-01,nevada,,2008
2008-07-01,nevada,,2008
2008-08-01,nevada,,2008
2008-09-01,nevada,,2008
2008-10-01,nevada,,2008
2008-11-01,nevada,,2008
2008-12-01,nevada,,2008
2009-01-01,nevada,,2009
2009-02-01,nevada,,2009
2009-03-01,nevada,,2009
2009-04-01,nevada,,2009
2009-05-01,nevada,,2009
2009-06-01,nevada,,2009
2009-07-01,nevada,,2009
2009-08-01,nevada,,2009
2009-09-01,nevada,,2009
