date,region,production,month,year
2019-01-01,pacific_noncontiguous,58.0,jan,2019
2019-02-01,pacific_noncontiguous,53.0,feb,2019
2019-03-01,pacific_noncontiguous,59.0,mar,2019
2019-04-01,pacific_noncontiguous,66.0,apr,2019
2019-05-01,pacific_noncontiguous,58.0,may,2019
2019-06-01,pacific_noncontiguous,50.0,jun,2019
2019-07-01,pacific_noncontiguous,49.0,jul,2019
2019-08-01,pacific_noncontiguous,45.0,ago,2019
2019-09-01,pacific_noncontiguous,55.0,sep,2019
2019-10-01,pacific_noncontiguous,62.0,oct,2019
2019-11-01,pacific_noncontiguous,57.0,nov,2019
2019-12-01,pacific_noncontiguous,59.0,dec,2019
2020-01-01,pacific_noncontiguous,60.0,jan,2020
2020-02-01,pacific_noncontiguous,63.0,feb,2020
2020-03-01,pacific_noncontiguous,63.0,mar,2020
2020-04-01,pacific_noncontiguous,52.0,apr,2020
2020-05-01,pacific_noncontiguous,62.0,may,2020
2020-06-01,pacific_noncontiguous,64.0,jun,2020
2020-07-01,pacific_noncontiguous,61.0,jul,2020
2020-08-01,pacific_noncontiguous,66.0,ago,2020
2020-09-01,pacific_noncontiguous,58.0,sep,2020
2020-10-01,pacific_noncontiguous,38.0,oct,2020
2020-11-01,pacific_noncontiguous,72.0,nov,2020
2020-12-01,pacific_noncontiguous,62.0,dec,2020
2021-01-01,pacific_noncontiguous,68.0,jan,2021
2021-02-01,pacific_noncontiguous,52.0,feb,2021
2021-03-01,pacific_noncontiguous,65.0,mar,2021
2021-04-01,pacific_noncontiguous,52.0,apr,2021
2021-05-01,pacific_noncontiguous,61.0,may,2021
2021-06-01,pacific_noncontiguous,63.0,jun,2021
2021-07-01,pacific_noncontiguous,73.0,jul,2021
2021-08-01,pacific_noncontiguous,75.0,ago,2021
2021-09-01,pacific_noncontiguous,77.0,sep,2021
2021-10-01,pacific_noncontiguous,78.0,oct,2021
2021-11-01,pacific_noncontiguous,44.0,nov,2021
2021-12-01,pacific_noncontiguous,81.0,dec,2021
2022-01-01,pacific_noncontiguous,41.0,jan,2022
2022-02-01,pacific_noncontiguous,53.0,feb,2022
2022-03-01,pacific_noncontiguous,60.0,mar,2022
2022-04-01,pacific_noncontiguous,90.0,apr,2022
2022-05-01,pacific_noncontiguous,71.0,may,2022
2022-06-01,pacific_noncontiguous,68.0,jun,2022
2022-07-01,pacific_noncontiguous,88.0,jul,2022
2022-08-01,pacific_noncontiguous,58.0,ago,2022
2022-09-01,pacific_noncontiguous,55.0,sep,2022
2022-10-01,pacific_noncontiguous,52.0,oct,2022
2022-11-01,pacific_noncontiguous,80.0,nov,2022
2022-12-01,pacific_noncontiguous,62.0,dec,2022
2023-01-01,pacific_noncontiguous,43.0,jan,2023
2023-02-01,pacific_noncontiguous,81.0,feb,2023
2001-01-01,west_north_central,130.0,jan,2001
2001-02-01,west_north_central,106.0,feb,2001
2001-03-01,west_north_central,105.0,mar,2001
2001-04-01,west_north_central,146.0,apr,2001
2001-05-01,west_north_central,122.0,may,2001
2001-06-01,west_north_central,100.0,jun,2001
2001-07-01,west_north_central,79.0,jul,2001
2001-08-01,west_north_central,74.0,ago,2001
2001-09-01,west_north_central,82.0,sep,2001
2001-10-01,west_north_central,144.0,oct,2001
2001-11-01,west_north_central,149.0,nov,2001
2001-12-01,west_north_central,192.0,dec,2001
2002-01-01,west_north_central,229.0,jan,2002
2002-02-01,west_north_central,255.0,feb,2002
2002-03-01,west_north_central,186.0,mar,2002
2002-04-01,west_north_central,240.0,apr,2002
2002-05-01,west_north_central,217.0,may,2002
2002-06-01,west_north_central,196.0,jun,2002
2002-07-01,west_north_central,111.0,jul,2002
2002-08-01,west_north_central,140.0,ago,2002
2002-09-01,west_north_central,163.0,sep,2002
2002-10-01,west_north_central,165.0,oct,2002
2002-11-01,west_north_central,190.0,nov,2002
2002-12-01,west_north_central,215.0,dec,2002
2003-01-01,west_north_central,200.0,jan,2003
2003-02-01,west_north_central,210.0,feb,2003
2003-03-01,west_north_central,252.0,mar,2003
2003-04-01,west_north_central,229.0,apr,2003
2003-05-01,west_north_central,190.0,may,2003
2003-06-01,west_north_central,131.0,jun,2003
2003-07-01,west_north_central,149.0,jul,2003
2003-08-01,west_north_central,112.0,ago,2003
2003-09-01,west_north_central,185.0,sep,2003
2003-10-01,west_north_central,233.0,oct,2003
2003-11-01,west_north_central,276.0,nov,2003
2003-12-01,west_north_central,301.0,dec,2003
2004-01-01,west_north_central,220.0,jan,2004
2004-02-01,west_north_central,253.0,feb,2004
2004-03-01,west_north_central,280.0,mar,2004
2004-04-01,west_north_central,237.0,apr,2004
2004-05-01,west_north_central,272.0,may,2004
2004-06-01,west_north_central,161.0,jun,2004
2004-07-01,west_north_central,123.0,jul,2004
2004-08-01,west_north_central,153.0,ago,2004
2004-09-01,west_north_central,222.0,sep,2004
2004-10-01,west_north_central,224.0,oct,2004
2004-11-01,west_north_central,221.0,nov,2004
2004-12-01,west_north_central,267.0,dec,2004
2005-01-01,west_north_central,238.0,jan,2005
2005-02-01,west_north_central,269.0,feb,2005
2005-03-01,west_north_central,357.0,mar,2005
2005-04-01,west_north_central,383.0,apr,2005
2005-05-01,west_north_central,407.0,may,2005
2005-06-01,west_north_central,312.0,jun,2005
2005-07-01,west_north_central,258.0,jul,2005
2005-08-01,west_north_central,186.0,ago,2005
2005-09-01,west_north_central,354.0,sep,2005
2005-10-01,west_north_central,366.0,oct,2005
2005-11-01,west_north_central,524.0,nov,2005
2005-12-01,west_north_central,477.0,dec,2005
2006-01-01,west_north_central,600.0,jan,2006
2006-02-01,west_north_central,512.0,feb,2006
2006-03-01,west_north_central,611.0,mar,2006
2006-04-01,west_north_central,618.0,apr,2006
2006-05-01,west_north_central,579.0,may,2006
2006-06-01,west_north_central,368.0,jun,2006
2006-07-01,west_north_central,353.0,jul,2006
2006-08-01,west_north_central,297.0,ago,2006
2006-09-01,west_north_central,408.0,sep,2006
2006-10-01,west_north_central,577.0,oct,2006
2006-11-01,west_north_central,533.0,nov,2006
2006-12-01,west_north_central,688.0,dec,2006
2007-01-01,west_north_central,803.0,jan,2007
2007-02-01,west_north_central,579.0,feb,2007
2007-03-01,west_north_central,760.0,mar,2007
2007-04-01,west_north_central,708.0,apr,2007
2007-05-01,west_north_central,741.0,may,2007
2007-06-01,west_north_central,475.0,jun,2007
2007-07-01,west_north_central,382.0,jul,2007
2007-08-01,west_north_central,371.0,ago,2007
2007-09-01,west_north_central,636.0,sep,2007
2007-10-01,west_north_central,697.0,oct,2007
2007-11-01,west_north_central,761.0,nov,2007
2007-12-01,west_north_central,622.0,dec,2007
2008-01-01,west_north_central,950.0,jan,2008
2008-02-01,west_north_central,763.0,feb,2008
2008-03-01,west_north_central,870.0,mar,2008
2008-04-01,west_north_central,1183.0,apr,2008
2008-05-01,west_north_central,1096.0,may,2008
2008-06-01,west_north_central,784.0,jun,2008
2008-07-01,west_north_central,678.0,jul,2008
2008-08-01,west_north_central,693.0,ago,2008
2008-09-01,west_north_central,942.0,sep,2008
2008-10-01,west_north_central,1238.0,oct,2008
2008-11-01,west_north_central,1328.0,nov,2008
2008-12-01,west_north_central,1929.0,dec,2008
2009-01-01,west_north_central,1727.0,jan,2009
2009-02-01,west_north_central,1760.0,feb,2009
2009-03-01,west_north_central,2009.0,mar,2009
2009-04-01,west_north_central,2050.0,apr,2009
2009-05-01,west_north_central,1817.0,may,2009
2009-06-01,west_north_central,1162.0,jun,2009
2009-07-01,west_north_central,1049.0,jul,2009
2009-08-01,west_north_central,1312.0,ago,2009
2009-09-01,west_north_central,1107.0,sep,2009
2009-10-01,west_north_central,1794.0,oct,2009
2009-11-01,west_north_central,1943.0,nov,2009
2009-12-01,west_north_central,1908.0,dec,2009
2010-01-01,west_north_central,1902.0,jan,2010
2010-02-01,west_north_central,1445.0,feb,2010
2010-03-01,west_north_central,2186.0,mar,2010
2010-04-01,west_north_central,2357.0,apr,2010
2010-05-01,west_north_central,2202.0,may,2010
2010-06-01,west_north_central,1603.0,jun,2010
2010-07-01,west_north_central,1404.0,jul,2010
2010-08-01,west_north_central,1740.0,ago,2010
2010-09-01,west_north_central,2048.0,sep,2010
2010-10-01,west_north_central,2270.0,oct,2010
2010-11-01,west_north_central,2674.0,nov,2010
2010-12-01,west_north_central,2349.0,dec,2010
2011-01-01,west_north_central,2323.0,jan,2011
2011-02-01,west_north_central,2988.0,feb,2011
2011-03-01,west_north_central,2610.0,mar,2011
2011-04-01,west_north_central,3014.0,apr,2011
2011-05-01,west_north_central,3220.0,may,2011
2011-06-01,west_north_central,2460.0,jun,2011
2011-07-01,west_north_central,1550.0,jul,2011
2011-08-01,west_north_central,1445.0,ago,2011
2011-09-01,west_north_central,1778.0,sep,2011
2011-10-01,west_north_central,3120.0,oct,2011
2011-11-01,west_north_central,3529.0,nov,2011
2011-12-01,west_north_central,3249.0,dec,2011
2012-01-01,west_north_central,3854.0,jan,2012
2012-02-01,west_north_central,2890.0,feb,2012
2012-03-01,west_north_central,3529.0,mar,2012
2012-04-01,west_north_central,3481.0,apr,2012
2012-05-01,west_north_central,3458.0,may,2012
2012-06-01,west_north_central,2943.0,jun,2012
2012-07-01,west_north_central,1976.0,jul,2012
2012-08-01,west_north_central,2072.0,ago,2012
2012-09-01,west_north_central,2445.0,sep,2012
2012-10-01,west_north_central,3702.0,oct,2012
2012-11-01,west_north_central,3728.0,nov,2012
2012-12-01,west_north_central,3481.0,dec,2012
2013-01-01,west_north_central,4430.0,jan,2013
2013-02-01,west_north_central,3637.0,feb,2013
2013-03-01,west_north_central,3881.0,mar,2013
2013-04-01,west_north_central,4215.0,apr,2013
2013-05-01,west_north_central,4129.0,may,2013
2013-06-01,west_north_central,3270.0,jun,2013
2013-07-01,west_north_central,2636.0,jul,2013
2013-08-01,west_north_central,2224.0,ago,2013
2013-09-01,west_north_central,3491.0,sep,2013
2013-10-01,west_north_central,4046.0,oct,2013
2013-11-01,west_north_central,4735.0,nov,2013
2013-12-01,west_north_central,3741.0,dec,2013
2014-01-01,west_north_central,5358.0,jan,2014
2014-02-01,west_north_central,4069.0,feb,2014
2014-03-01,west_north_central,4921.0,mar,2014
2014-04-01,west_north_central,5052.0,apr,2014
2014-05-01,west_north_central,3824.0,may,2014
2014-06-01,west_north_central,3416.0,jun,2014
2014-07-01,west_north_central,3082.0,jul,2014
2014-08-01,west_north_central,2127.0,ago,2014
2014-09-01,west_north_central,3394.0,sep,2014
2014-10-01,west_north_central,4387.0,oct,2014
2014-11-01,west_north_central,5567.0,nov,2014
2014-12-01,west_north_central,4051.0,dec,2014
2015-01-01,west_north_central,5035.0,jan,2015
2015-02-01,west_north_central,4311.0,feb,2015
2015-03-01,west_north_central,4730.0,mar,2015
2015-04-01,west_north_central,4858.0,apr,2015
2015-05-01,west_north_central,4555.0,may,2015
2015-06-01,west_north_central,2966.0,jun,2015
2015-07-01,west_north_central,2746.0,jul,2015
2015-08-01,west_north_central,3125.0,ago,2015
2015-09-01,west_north_central,4058.0,sep,2015
2015-10-01,west_north_central,4780.0,oct,2015
2015-11-01,west_north_central,5581.0,nov,2015
2015-12-01,west_north_central,5123.0,dec,2015
2016-01-01,west_north_central,4885.0,jan,2016
2016-02-01,west_north_central,5383.0,feb,2016
2016-03-01,west_north_central,5676.0,mar,2016
2016-04-01,west_north_central,6456.0,apr,2016
2016-05-01,west_north_central,4354.0,may,2016
2016-06-01,west_north_central,4193.0,jun,2016
2016-07-01,west_north_central,3584.0,jul,2016
2016-08-01,west_north_central,3100.0,ago,2016
2016-09-01,west_north_central,4853.0,sep,2016
2016-10-01,west_north_central,5612.0,oct,2016
2016-11-01,west_north_central,5816.0,nov,2016
2016-12-01,west_north_central,7009.0,dec,2016
2017-01-01,west_north_central,5830.0,jan,2017
2017-02-01,west_north_central,6562.0,feb,2017
2017-03-01,west_north_central,7517.0,mar,2017
2017-04-01,west_north_central,7027.0,apr,2017
2017-05-01,west_north_central,6320.0,may,2017
2017-06-01,west_north_central,5430.0,jun,2017
2017-07-01,west_north_central,3788.0,jul,2017
2017-08-01,west_north_central,3162.0,ago,2017
2017-09-01,west_north_central,5422.0,sep,2017
2017-10-01,west_north_central,7379.0,oct,2017
2017-11-01,west_north_central,6849.0,nov,2017
2017-12-01,west_north_central,7254.0,dec,2017
2018-01-01,west_north_central,7644.0,jan,2018
2018-02-01,west_north_central,6198.0,feb,2018
2018-03-01,west_north_central,7168.0,mar,2018
2018-04-01,west_north_central,6963.0,apr,2018
2018-05-01,west_north_central,5261.0,may,2018
2018-06-01,west_north_central,6173.0,jun,2018
2018-07-01,west_north_central,3736.0,jul,2018
2018-08-01,west_north_central,4569.0,ago,2018
2018-09-01,west_north_central,5934.0,sep,2018
2018-10-01,west_north_central,6028.0,oct,2018
2018-11-01,west_north_central,6142.0,nov,2018
2018-12-01,west_north_central,7091.0,dec,2018
2019-01-01,west_north_central,6789.0,jan,2019
2019-02-01,west_north_central,5683.0,feb,2019
2019-03-01,west_north_central,7832.0,mar,2019
2019-04-01,west_north_central,7909.0,apr,2019
2019-05-01,west_north_central,6514.0,may,2019
2019-06-01,west_north_central,5430.0,jun,2019
2019-07-01,west_north_central,5405.0,jul,2019
2019-08-01,west_north_central,4559.0,ago,2019
2019-09-01,west_north_central,7538.0,sep,2019
2019-10-01,west_north_central,8632.0,oct,2019
2019-11-01,west_north_central,8123.0,nov,2019
2019-12-01,west_north_central,8048.0,dec,2019
2020-01-01,west_north_central,7543.0,jan,2020
2020-02-01,west_north_central,8652.0,feb,2020
2020-03-01,west_north_central,8726.0,mar,2020
2020-04-01,west_north_central,8632.0,apr,2020
2020-05-01,west_north_central,7819.0,may,2020
2020-06-01,west_north_central,9215.0,jun,2020
2020-07-01,west_north_central,5913.0,jul,2020
2020-08-01,west_north_central,7096.0,ago,2020
2020-09-01,west_north_central,8511.0,sep,2020
2020-10-01,west_north_central,9325.0,oct,2020
2020-11-01,west_north_central,10633.0,nov,2020
2020-12-01,west_north_central,9551.0,dec,2020
2021-01-01,west_north_central,9311.0,jan,2021
2021-02-01,west_north_central,7314.0,feb,2021
2021-03-01,west_north_central,11478.0,mar,2021
2021-04-01,west_north_central,11151.0,apr,2021
2021-05-01,west_north_central,10115.0,may,2021
2021-06-01,west_north_central,7320.0,jun,2021
2021-07-01,west_north_central,6349.0,jul,2021
2021-08-01,west_north_central,8584.0,ago,2021
2021-09-01,west_north_central,9503.0,sep,2021
2021-10-01,west_north_central,10160.0,oct,2021
2021-11-01,west_north_central,11807.0,nov,2021
2021-12-01,west_north_central,12361.0,dec,2021
2022-01-01,west_north_central,12795.0,jan,2022
2022-02-01,west_north_central,12478.0,feb,2022
2022-03-01,west_north_central,13878.0,mar,2022
2022-04-01,west_north_central,13887.0,apr,2022
2022-05-01,west_north_central,11431.0,may,2022
2022-06-01,west_north_central,9447.0,jun,2022
2022-07-01,west_north_central,7783.0,jul,2022
2022-08-01,west_north_central,7383.0,ago,2022
2022-09-01,west_north_central,9325.0,sep,2022
2022-10-01,west_north_central,10722.0,oct,2022
2022-11-01,west_north_central,13834.0,nov,2022
2022-12-01,west_north_central,12360.0,dec,2022
2023-01-01,west_north_central,10878.0,jan,2023
2023-02-01,west_north_central,12757.0,feb,2023
2001-01-01,west_south_central,84.0,jan,2001
2001-02-01,west_south_central,142.0,feb,2001
2001-03-01,west_south_central,88.0,mar,2001
2001-04-01,west_south_central,115.0,apr,2001
2001-05-01,west_south_central,103.0,may,2001
2001-06-01,west_south_central,92.0,jun,2001
2001-07-01,west_south_central,76.0,jul,2001
2001-08-01,west_south_central,56.0,ago,2001
2001-09-01,west_south_central,76.0,sep,2001
2001-10-01,west_south_central,123.0,oct,2001
2001-11-01,west_south_central,89.0,nov,2001
2001-12-01,west_south_central,143.0,dec,2001
2002-01-01,west_south_central,287.0,jan,2002
2002-02-01,west_south_central,195.0,feb,2002
2002-03-01,west_south_central,238.0,mar,2002
2002-04-01,west_south_central,237.0,apr,2002
2002-05-01,west_south_central,264.0,may,2002
2002-06-01,west_south_central,258.0,jun,2002
2002-07-01,west_south_central,218.0,jul,2002
2002-08-01,west_south_central,248.0,ago,2002
2002-09-01,west_south_central,164.0,sep,2002
2002-10-01,west_south_central,173.0,oct,2002
2002-11-01,west_south_central,170.0,nov,2002
2002-12-01,west_south_central,204.0,dec,2002
2003-01-01,west_south_central,171.0,jan,2003
2003-02-01,west_south_central,190.0,feb,2003
2003-03-01,west_south_central,215.0,mar,2003
2003-04-01,west_south_central,260.0,apr,2003
2003-05-01,west_south_central,209.0,may,2003
2003-06-01,west_south_central,213.0,jun,2003
2003-07-01,west_south_central,240.0,jul,2003
2003-08-01,west_south_central,193.0,ago,2003
2003-09-01,west_south_central,196.0,sep,2003
2003-10-01,west_south_central,168.0,oct,2003
2003-11-01,west_south_central,228.0,nov,2003
2003-12-01,west_south_central,341.0,dec,2003
2004-01-01,west_south_central,298.0,jan,2004
2004-02-01,west_south_central,297.0,feb,2004
2004-03-01,west_south_central,346.0,mar,2004
2004-04-01,west_south_central,354.0,apr,2004
2004-05-01,west_south_central,470.0,may,2004
2004-06-01,west_south_central,327.0,jun,2004
2004-07-01,west_south_central,260.0,jul,2004
2004-08-01,west_south_central,198.0,ago,2004
2004-09-01,west_south_central,257.0,sep,2004
2004-10-01,west_south_central,254.0,oct,2004
2004-11-01,west_south_central,279.0,nov,2004
2004-12-01,west_south_central,371.0,dec,2004
2005-01-01,west_south_central,347.0,jan,2005
2005-02-01,west_south_central,245.0,feb,2005
2005-03-01,west_south_central,404.0,mar,2005
2005-04-01,west_south_central,530.0,apr,2005
2005-05-01,west_south_central,463.0,may,2005
2005-06-01,west_south_central,543.0,jun,2005
2005-07-01,west_south_central,378.0,jul,2005
2005-08-01,west_south_central,314.0,ago,2005
2005-09-01,west_south_central,391.0,sep,2005
2005-10-01,west_south_central,422.0,oct,2005
2005-11-01,west_south_central,405.0,nov,2005
2005-12-01,west_south_central,645.0,dec,2005
2006-01-01,west_south_central,706.0,jan,2006
2006-02-01,west_south_central,555.0,feb,2006
2006-03-01,west_south_central,716.0,mar,2006
2006-04-01,west_south_central,780.0,apr,2006
2006-05-01,west_south_central,772.0,may,2006
2006-06-01,west_south_central,611.0,jun,2006
2006-07-01,west_south_central,597.0,jul,2006
2006-08-01,west_south_central,453.0,ago,2006
2006-09-01,west_south_central,610.0,sep,2006
2006-10-01,west_south_central,822.0,oct,2006
2006-11-01,west_south_central,931.0,nov,2006
2006-12-01,west_south_central,829.0,dec,2006
2007-01-01,west_south_central,644.0,jan,2007
2007-02-01,west_south_central,877.0,feb,2007
2007-03-01,west_south_central,956.0,mar,2007
2007-04-01,west_south_central,983.0,apr,2007
2007-05-01,west_south_central,743.0,may,2007
2007-06-01,west_south_central,684.0,jun,2007
2007-07-01,west_south_central,520.0,jul,2007
2007-08-01,west_south_central,1030.0,ago,2007
2007-09-01,west_south_central,891.0,sep,2007
2007-10-01,west_south_central,1267.0,oct,2007
2007-11-01,west_south_central,1103.0,nov,2007
2007-12-01,west_south_central,1159.0,dec,2007
2008-01-01,west_south_central,1377.0,jan,2008
2008-02-01,west_south_central,1355.0,feb,2008
2008-03-01,west_south_central,1802.0,mar,2008
2008-04-01,west_south_central,1833.0,apr,2008
2008-05-01,west_south_central,1911.0,may,2008
2008-06-01,west_south_central,1945.0,jun,2008
2008-07-01,west_south_central,1393.0,jul,2008
2008-08-01,west_south_central,748.0,ago,2008
2008-09-01,west_south_central,781.0,sep,2008
2008-10-01,west_south_central,1659.0,oct,2008
2008-11-01,west_south_central,1642.0,nov,2008
2008-12-01,west_south_central,2138.0,dec,2008
2009-01-01,west_south_central,1865.0,jan,2009
2009-02-01,west_south_central,1929.0,feb,2009
2009-03-01,west_south_central,2178.0,mar,2009
2009-04-01,west_south_central,2300.0,apr,2009
2009-05-01,west_south_central,1704.0,may,2009
2009-06-01,west_south_central,1817.0,jun,2009
2009-07-01,west_south_central,1557.0,jul,2009
2009-08-01,west_south_central,1660.0,ago,2009
2009-09-01,west_south_central,1371.0,sep,2009
2009-10-01,west_south_central,2186.0,oct,2009
2009-11-01,west_south_central,2071.0,nov,2009
2009-12-01,west_south_central,2088.0,dec,2009
2010-01-01,west_south_central,2215.0,jan,2010
2010-02-01,west_south_central,1859.0,feb,2010
2010-03-01,west_south_central,3064.0,mar,2010
2010-04-01,west_south_central,3138.0,apr,2010
2010-05-01,west_south_central,2639.0,may,2010
2010-06-01,west_south_central,2928.0,jun,2010
2010-07-01,west_south_central,2125.0,jul,2010
2010-08-01,west_south_central,1919.0,ago,2010
2010-09-01,west_south_central,1900.0,sep,2010
2010-10-01,west_south_central,2129.0,oct,2010
2010-11-01,west_south_central,3173.0,nov,2010
2010-12-01,west_south_central,2970.0,dec,2010
2011-01-01,west_south_central,2411.0,jan,2011
2011-02-01,west_south_central,2977.0,feb,2011
2011-03-01,west_south_central,3218.0,mar,2011
2011-04-01,west_south_central,3600.0,apr,2011
2011-05-01,west_south_central,3666.0,may,2011
2011-06-01,west_south_central,3918.0,jun,2011
2011-07-01,west_south_central,2418.0,jul,2011
2011-08-01,west_south_central,2291.0,ago,2011
2011-09-01,west_south_central,2036.0,sep,2011
2011-10-01,west_south_central,3170.0,oct,2011
2011-11-01,west_south_central,3458.0,nov,2011
2011-12-01,west_south_central,2990.0,dec,2011
2012-01-01,west_south_central,3758.0,jan,2012
2012-02-01,west_south_central,3136.0,feb,2012
2012-03-01,west_south_central,4098.0,mar,2012
2012-04-01,west_south_central,3602.0,apr,2012
2012-05-01,west_south_central,3570.0,may,2012
2012-06-01,west_south_central,3293.0,jun,2012
2012-07-01,west_south_central,2683.0,jul,2012
2012-08-01,west_south_central,2325.0,ago,2012
2012-09-01,west_south_central,2691.0,sep,2012
2012-10-01,west_south_central,3541.0,oct,2012
2012-11-01,west_south_central,3474.0,nov,2012
2012-12-01,west_south_central,4201.0,dec,2012
2013-01-01,west_south_central,3542.0,jan,2013
2013-02-01,west_south_central,3811.0,feb,2013
2013-03-01,west_south_central,4829.0,mar,2013
2013-04-01,west_south_central,4887.0,apr,2013
2013-05-01,west_south_central,5033.0,may,2013
2013-06-01,west_south_central,4386.0,jun,2013
2013-07-01,west_south_central,3170.0,jul,2013
2013-08-01,west_south_central,2811.0,ago,2013
2013-09-01,west_south_central,2774.0,sep,2013
2013-10-01,west_south_central,4207.0,oct,2013
2013-11-01,west_south_central,4074.0,nov,2013
2013-12-01,west_south_central,3512.0,dec,2013
2014-01-01,west_south_central,5091.0,jan,2014
2014-02-01,west_south_central,3402.0,feb,2014
2014-03-01,west_south_central,4953.0,mar,2014
2014-04-01,west_south_central,5247.0,apr,2014
2014-05-01,west_south_central,4475.0,may,2014
2014-06-01,west_south_central,5306.0,jun,2014
2014-07-01,west_south_central,3553.0,jul,2014
2014-08-01,west_south_central,3332.0,ago,2014
2014-09-01,west_south_central,3195.0,sep,2014
2014-10-01,west_south_central,3882.0,oct,2014
2014-11-01,west_south_central,5182.0,nov,2014
2014-12-01,west_south_central,4324.0,dec,2014
2015-01-01,west_south_central,4084.0,jan,2015
2015-02-01,west_south_central,4347.0,feb,2015
2015-03-01,west_south_central,3480.0,mar,2015
2015-04-01,west_south_central,5326.0,apr,2015
2015-05-01,west_south_central,5507.0,may,2015
2015-06-01,west_south_central,4521.0,jun,2015
2015-07-01,west_south_central,5195.0,jul,2015
2015-08-01,west_south_central,4173.0,ago,2015
2015-09-01,west_south_central,4776.0,sep,2015
2015-10-01,west_south_central,4720.0,oct,2015
2015-11-01,west_south_central,6309.0,nov,2015
2015-12-01,west_south_central,6426.0,dec,2015
2016-01-01,west_south_central,5874.0,jan,2016
2016-02-01,west_south_central,6883.0,feb,2016
2016-03-01,west_south_central,7626.0,mar,2016
2016-04-01,west_south_central,6465.0,apr,2016
2016-05-01,west_south_central,6874.0,may,2016
2016-06-01,west_south_central,5161.0,jun,2016
2016-07-01,west_south_central,7400.0,jul,2016
2016-08-01,west_south_central,4936.0,ago,2016
2016-09-01,west_south_central,5422.0,sep,2016
2016-10-01,west_south_central,7513.0,oct,2016
2016-11-01,west_south_central,6235.0,nov,2016
2016-12-01,west_south_central,7211.0,dec,2016
2017-01-01,west_south_central,7816.0,jan,2017
2017-02-01,west_south_central,7908.0,feb,2017
2017-03-01,west_south_central,9540.0,mar,2017
2017-04-01,west_south_central,9229.0,apr,2017
2017-05-01,west_south_central,8208.0,may,2017
2017-06-01,west_south_central,6788.0,jun,2017
2017-07-01,west_south_central,5974.0,jul,2017
2017-08-01,west_south_central,4672.0,ago,2017
2017-09-01,west_south_central,6597.0,sep,2017
2017-10-01,west_south_central,8565.0,oct,2017
2017-11-01,west_south_central,7931.0,nov,2017
2017-12-01,west_south_central,7430.0,dec,2017
2018-01-01,west_south_central,9313.0,jan,2018
2018-02-01,west_south_central,8303.0,feb,2018
2018-03-01,west_south_central,9955.0,mar,2018
2018-04-01,west_south_central,10293.0,apr,2018
2018-05-01,west_south_central,10063.0,may,2018
2018-06-01,west_south_central,10432.0,jun,2018
2018-07-01,west_south_central,5797.0,jul,2018
2018-08-01,west_south_central,8049.0,ago,2018
2018-09-01,west_south_central,6032.0,sep,2018
2018-10-01,west_south_central,7484.0,oct,2018
2018-11-01,west_south_central,8224.0,nov,2018
2018-12-01,west_south_central,9093.0,dec,2018
2019-01-01,west_south_central,9310.0,jan,2019
2019-02-01,west_south_central,8648.0,feb,2019
2019-03-01,west_south_central,9125.0,mar,2019
2019-04-01,west_south_central,10596.0,apr,2019
2019-05-01,west_south_central,10182.0,may,2019
2019-06-01,west_south_central,8295.0,jun,2019
2019-07-01,west_south_central,8880.0,jul,2019
2019-08-01,west_south_central,8502.0,ago,2019
2019-09-01,west_south_central,9149.0,sep,2019
2019-10-01,west_south_central,10589.0,oct,2019
2019-11-01,west_south_central,9436.0,nov,2019
2019-12-01,west_south_central,9916.0,dec,2019
2020-01-01,west_south_central,10637.0,jan,2020
2020-02-01,west_south_central,10290.0,feb,2020
2020-03-01,west_south_central,10221.0,mar,2020
2020-04-01,west_south_central,10683.0,apr,2020
2020-05-01,west_south_central,10485.0,may,2020
2020-06-01,west_south_central,11965.0,jun,2020
2020-07-01,west_south_central,9131.0,jul,2020
2020-08-01,west_south_central,8585.0,ago,2020
2020-09-01,west_south_central,7367.0,sep,2020
2020-10-01,west_south_central,10304.0,oct,2020
2020-11-01,west_south_central,10878.0,nov,2020
2020-12-01,west_south_central,11312.0,dec,2020
2021-01-01,west_south_central,10765.0,jan,2021
2021-02-01,west_south_central,8260.0,feb,2021
2021-03-01,west_south_central,14490.0,mar,2021
2021-04-01,west_south_central,12787.0,apr,2021
2021-05-01,west_south_central,12296.0,may,2021
2021-06-01,west_south_central,9425.0,jun,2021
2021-07-01,west_south_central,7358.0,jul,2021
2021-08-01,west_south_central,9985.0,ago,2021
2021-09-01,west_south_central,9803.0,sep,2021
2021-10-01,west_south_central,11739.0,oct,2021
2021-11-01,west_south_central,11767.0,nov,2021
2021-12-01,west_south_central,13340.0,dec,2021
2022-01-01,west_south_central,11766.0,jan,2022
2022-02-01,west_south_central,11693.0,feb,2022
2022-03-01,west_south_central,14484.0,mar,2022
2022-04-01,west_south_central,16504.0,apr,2022
2022-05-01,west_south_central,16473.0,may,2022
2022-06-01,west_south_central,13346.0,jun,2022
2022-07-01,west_south_central,12241.0,jul,2022
2022-08-01,west_south_central,9035.0,ago,2022
2022-09-01,west_south_central,8762.0,sep,2022
2022-10-01,west_south_central,10711.0,oct,2022
2022-11-01,west_south_central,13354.0,nov,2022
2022-12-01,west_south_central,12930.0,dec,2022
2023-01-01,west_south_central,15232.0,jan,2023
2023-02-01,west_south_central,14561.0,feb,2023
2001-01-01,united_states,389.0,jan,2001
2001-02-01,united_states,431.0,feb,2001
