date,region,production,month,year
2001-03-01,united_states,532.0,mar,2001
2001-04-01,united_states,685.0,apr,2001
2001-05-01,united_states,635.0,may,2001
2001-06-01,united_states,670.0,jun,2001
2001-07-01,united_states,635.0,jul,2001
2001-08-01,united_states,577.0,ago,2001
2001-09-01,united_states,490.0,sep,2001
2001-10-01,united_states,607.0,oct,2001
2001-11-01,united_states,470.0,nov,2001
2001-12-01,united_states,616.0,dec,2001
2002-01-01,united_states,811.0,jan,2002
2002-02-01,united_states,714.0,feb,2002
2002-03-01,united_states,852.0,mar,2002
2002-04-01,united_states,1024.0,apr,2002
2002-05-01,united_states,1078.0,may,2002
2002-06-01,united_states,1126.0,jun,2002
2002-07-01,united_states,890.0,jul,2002
2002-08-01,united_states,977.0,ago,2002
2002-09-01,united_states,736.0,sep,2002
2002-10-01,united_states,734.0,oct,2002
2002-11-01,united_states,656.0,nov,2002
2002-12-01,united_states,755.0,dec,2002
2003-01-01,united_states,632.0,jan,2003
2003-02-01,united_states,745.0,feb,2003
2003-03-01,united_states,1036.0,mar,2003
2003-04-01,united_states,1093.0,apr,2003
2003-05-01,united_states,1006.0,may,2003
2003-06-01,united_states,1047.0,jun,2003
2003-07-01,united_states,953.0,jul,2003
2003-08-01,united_states,815.0,ago,2003
2003-09-01,united_states,895.0,sep,2003
2003-10-01,united_states,897.0,oct,2003
2003-11-01,united_states,961.0,nov,2003
2003-12-01,united_states,1105.0,dec,2003
2004-01-01,united_states,999.0,jan,2004
2004-02-01,united_states,1022.0,feb,2004
2004-03-01,united_states,1291.0,mar,2004
2004-04-01,united_states,1295.0,apr,2004
2004-05-01,united_states,1702.0,may,2004
2004-06-01,united_states,1397.0,jun,2004
2004-07-01,united_states,1164.0,jul,2004
2004-08-01,united_states,1051.0,ago,2004
2004-09-01,united_states,1090.0,sep,2004
2004-10-01,united_states,1029.0,oct,2004
2004-11-01,united_states,932.0,nov,2004
2004-12-01,united_states,1172.0,dec,2004
2005-01-01,united_states,1132.0,jan,2005
2005-02-01,united_states,966.0,feb,2005
2005-03-01,united_states,1561.0,mar,2005
2005-04-01,united_states,1698.0,apr,2005
2005-05-01,united_states,1746.0,may,2005
2005-06-01,united_states,1797.0,jun,2005
2005-07-01,united_states,1421.0,jul,2005
2005-08-01,united_states,1138.0,ago,2005
2005-09-01,united_states,1468.0,sep,2005
2005-10-01,united_states,1446.0,oct,2005
2005-11-01,united_states,1610.0,nov,2005
2005-12-01,united_states,1828.0,dec,2005
2006-01-01,united_states,2383.0,jan,2006
2006-02-01,united_states,1922.0,feb,2006
2006-03-01,united_states,2359.0,mar,2006
2006-04-01,united_states,2472.0,apr,2006
2006-05-01,united_states,2459.0,may,2006
2006-06-01,united_states,2052.0,jun,2006
2006-07-01,united_states,1955.0,jul,2006
2006-08-01,united_states,1655.0,ago,2006
2006-09-01,united_states,1879.0,sep,2006
2006-10-01,united_states,2442.0,oct,2006
2006-11-01,united_states,2540.0,nov,2006
2006-12-01,united_states,2472.0,dec,2006
2007-01-01,united_states,2452.0,jan,2007
2007-02-01,united_states,2520.0,feb,2007
2007-03-01,united_states,3047.0,mar,2007
2007-04-01,united_states,3172.0,apr,2007
2007-05-01,united_states,2952.0,may,2007
2007-06-01,united_states,2620.0,jun,2007
2007-07-01,united_states,2158.0,jul,2007
2007-08-01,united_states,2699.0,ago,2007
2007-09-01,united_states,2867.0,sep,2007
2007-10-01,united_states,3377.0,oct,2007
2007-11-01,united_states,3095.0,nov,2007
2007-12-01,united_states,3490.0,dec,2007
2008-01-01,united_states,4273.0,jan,2008
2008-02-01,united_states,3852.0,feb,2008
2008-03-01,united_states,4782.0,mar,2008
2008-04-01,united_states,5225.0,apr,2008
2008-05-01,united_states,5340.0,may,2008
2008-06-01,united_states,5140.0,jun,2008
2008-07-01,united_states,4008.0,jul,2008
2008-08-01,united_states,3264.0,ago,2008
2008-09-01,united_states,3111.0,sep,2008
2008-10-01,united_states,4756.0,oct,2008
2008-11-01,united_states,4994.0,nov,2008
2008-12-01,united_states,6616.0,dec,2008
2009-01-01,united_states,5951.0,jan,2009
2009-02-01,united_states,5852.0,feb,2009
2009-03-01,united_states,7099.0,mar,2009
2009-04-01,united_states,7458.0,apr,2009
2009-05-01,united_states,6262.0,may,2009
2009-06-01,united_states,5599.0,jun,2009
2009-07-01,united_states,4955.0,jul,2009
2009-08-01,united_states,5464.0,ago,2009
2009-09-01,united_states,4651.0,sep,2009
2009-10-01,united_states,6814.0,oct,2009
2009-11-01,united_states,6875.0,nov,2009
2009-12-01,united_states,6906.0,dec,2009
2010-01-01,united_states,6854.0,jan,2010
2010-02-01,united_states,5432.0,feb,2010
2010-03-01,united_states,8589.0,mar,2010
2010-04-01,united_states,9764.0,apr,2010
2010-05-01,united_states,8698.0,may,2010
2010-06-01,united_states,8049.0,jun,2010
2010-07-01,united_states,6724.0,jul,2010
2010-08-01,united_states,6686.0,ago,2010
2010-09-01,united_states,7106.0,sep,2010
2010-10-01,united_states,7944.0,oct,2010
2010-11-01,united_states,9748.0,nov,2010
2010-12-01,united_states,9059.0,dec,2010
2011-01-01,united_states,8550.0,jan,2011
2011-02-01,united_states,10452.0,feb,2011
2011-03-01,united_states,10545.0,mar,2011
2011-04-01,united_states,12422.0,apr,2011
2011-05-01,united_states,11772.0,may,2011
2011-06-01,united_states,10985.0,jun,2011
2011-07-01,united_states,7489.0,jul,2011
2011-08-01,united_states,7474.0,ago,2011
2011-09-01,united_states,6869.0,sep,2011
2011-10-01,united_states,10525.0,oct,2011
2011-11-01,united_states,12439.0,nov,2011
2011-12-01,united_states,10656.0,dec,2011
2012-01-01,united_states,13631.0,jan,2012
2012-02-01,united_states,11052.0,feb,2012
2012-03-01,united_states,14027.0,mar,2012
2012-04-01,united_states,12709.0,apr,2012
2012-05-01,united_states,12540.0,may,2012
2012-06-01,united_states,11972.0,jun,2012
2012-07-01,united_states,8823.0,jul,2012
2012-08-01,united_states,8469.0,ago,2012
2012-09-01,united_states,8790.0,sep,2012
2012-10-01,united_states,12636.0,oct,2012
2012-11-01,united_states,11648.0,nov,2012
2012-12-01,united_states,14524.0,dec,2012
2013-01-01,united_states,14739.0,jan,2013
2013-02-01,united_states,14076.0,feb,2013
2013-03-01,united_states,15756.0,mar,2013
2013-04-01,united_states,17476.0,apr,2013
2013-05-01,united_states,16239.0,may,2013
2013-06-01,united_states,13748.0,jun,2013
2013-07-01,united_states,11094.0,jul,2013
2013-08-01,united_states,9634.0,ago,2013
2013-09-01,united_states,11674.0,sep,2013
2013-10-01,united_states,13635.0,oct,2013
2013-11-01,united_states,15803.0,nov,2013
2013-12-01,united_states,13967.0,dec,2013
2014-01-01,united_states,17911.0,jan,2014
2014-02-01,united_states,14009.0,feb,2014
2014-03-01,united_states,17736.0,mar,2014
2014-04-01,united_states,18636.0,apr,2014
2014-05-01,united_states,15601.0,may,2014
2014-06-01,united_states,15799.0,jun,2014
2014-07-01,united_states,12187.0,jul,2014
2014-08-01,united_states,10171.0,ago,2014
2014-09-01,united_states,11520.0,sep,2014
2014-10-01,united_states,14508.0,oct,2014
2014-11-01,united_states,18867.0,nov,2014
2014-12-01,united_states,14711.0,dec,2014
2015-01-01,united_states,15162.0,jan,2015
2015-02-01,united_states,14922.0,feb,2015
2015-03-01,united_states,15308.0,mar,2015
2015-04-01,united_states,17867.0,apr,2015
2015-05-01,united_states,17151.0,may,2015
2015-06-01,united_states,13421.0,jun,2015
2015-07-01,united_states,13675.0,jul,2015
2015-08-01,united_states,13080.0,ago,2015
2015-09-01,united_states,13972.0,sep,2015
2015-10-01,united_states,16380.0,oct,2015
2015-11-01,united_states,19682.0,nov,2015
2015-12-01,united_states,20098.0,dec,2015
2016-01-01,united_states,18466.0,jan,2016
2016-02-01,united_states,20138.0,feb,2016
2016-03-01,united_states,21939.0,mar,2016
2016-04-01,united_states,20799.0,apr,2016
2016-05-01,united_states,18848.0,may,2016
2016-06-01,united_states,16303.0,jun,2016
2016-07-01,united_states,17618.0,jul,2016
2016-08-01,united_states,13589.0,ago,2016
2016-09-01,united_states,16404.0,sep,2016
2016-10-01,united_states,20335.0,oct,2016
2016-11-01,united_states,19406.0,nov,2016
2016-12-01,united_states,23146.0,dec,2016
2017-01-01,united_states,20799.0,jan,2017
2017-02-01,united_states,22091.0,feb,2017
2017-03-01,united_states,25731.0,mar,2017
2017-04-01,united_states,25378.0,apr,2017
2017-05-01,united_states,23068.0,may,2017
2017-06-01,united_states,20142.0,jun,2017
2017-07-01,united_states,16120.0,jul,2017
2017-08-01,united_states,13879.0,ago,2017
2017-09-01,united_states,17912.0,sep,2017
2017-10-01,united_states,24369.0,oct,2017
2017-11-01,united_states,22615.0,nov,2017
2017-12-01,united_states,22201.0,dec,2017
2018-01-01,united_states,25599.0,jan,2018
2018-02-01,united_states,23189.0,feb,2018
2018-03-01,united_states,26464.0,mar,2018
2018-04-01,united_states,26431.0,apr,2018
2018-05-01,united_states,23953.0,may,2018
2018-06-01,united_states,24703.0,jun,2018
2018-07-01,united_states,16447.0,jul,2018
2018-08-01,united_states,19846.0,ago,2018
2018-09-01,united_states,18520.0,sep,2018
2018-10-01,united_states,21194.0,oct,2018
2018-11-01,united_states,22016.0,nov,2018
2018-12-01,united_states,24306.0,dec,2018
2019-01-01,united_states,24301.0,jan,2019
2019-02-01,united_states,22623.0,feb,2019
2019-03-01,united_states,25773.0,mar,2019
2019-04-01,united_states,28915.0,apr,2019
2019-05-01,united_states,25779.0,may,2019
2019-06-01,united_states,22446.0,jun,2019
2019-07-01,united_states,22101.0,jul,2019
2019-08-01,united_states,19978.0,ago,2019
2019-09-01,united_states,24513.0,sep,2019
2019-10-01,united_states,27625.0,oct,2019
2019-11-01,united_states,25184.0,nov,2019
2019-12-01,united_states,26644.0,dec,2019
2020-01-01,united_states,28121.0,jan,2020
2020-02-01,united_states,29110.0,feb,2020
2020-03-01,united_states,29320.0,mar,2020
2020-04-01,united_states,29752.0,apr,2020
2020-05-01,united_states,28378.0,may,2020
2020-06-01,united_states,30212.0,jun,2020
2020-07-01,united_states,22866.0,jul,2020
2020-08-01,united_states,23029.0,ago,2020
2020-09-01,united_states,23186.0,sep,2020
2020-10-01,united_states,28823.0,oct,2020
2020-11-01,united_states,33129.0,nov,2020
2020-12-01,united_states,32011.0,dec,2020
2021-01-01,united_states,30060.0,jan,2021
2021-02-01,united_states,26716.0,feb,2021
2021-03-01,united_states,39205.0,mar,2021
2021-04-01,united_states,36158.0,apr,2021
2021-05-01,united_states,33787.0,may,2021
2021-06-01,united_states,26672.0,jun,2021
2021-07-01,united_states,21716.0,jul,2021
2021-08-01,united_states,27071.0,ago,2021
2021-09-01,united_states,28998.0,sep,2021
2021-10-01,united_states,32215.0,oct,2021
2021-11-01,united_states,35751.0,nov,2021
2021-12-01,united_states,39849.0,dec,2021
2022-01-01,united_states,38080.0,jan,2022
2022-02-01,united_states,37984.0,feb,2022
2022-03-01,united_states,43014.0,mar,2022
2022-04-01,united_states,45960.0,apr,2022
2022-05-01,united_states,41668.0,may,2022
2022-06-01,united_states,33483.0,jun,2022
2022-07-01,united_states,29302.0,jul,2022
2022-08-01,united_states,24355.0,ago,2022
2022-09-01,united_states,27032.0,sep,2022
2022-10-01,united_states,32824.0,oct,2022
2022-11-01,united_states,41826.0,nov,2022
2022-12-01,united_states,39282.0,dec,2022
2023-01-01,united_states,39076.0,jan,2023
2023-02-01,united_states,42015.0,feb,2023
